RecID,SiteID,StoreCode,Region,Quantity,GTIN_VPN,Brand,Style,Diameter,Width,BoltPattern1,BoltPattern2,Lugs,LugRadial,Offset,Finish,DTArticle,diamBP,diamBPOffs,wheelsize,offbin
123,1007,AZP 05,Arizona,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,5x127.00,5x139.70,5,127,0,GLOSS BLACK W/ MACHINED FACE,NA,20 5x127.00,20 5x127.00 0,20 x 9,"(-9,0)"
124,1007,AZP 05,Arizona,8,8.85463E+11,Moto Metal,MO970 G-BLK MACH,17,8,6x135.00,6x139.70,6,135,0,GLOSS BLACK W/ MACHINED FACE,NA,17 6x135.00,17 6x135.00 0,17 x 8,"(-9,0)"
125,1007,AZP 05,Arizona,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,20,9,8x170.00,NA,8,170,18,SATIN BLACK MILLED,NA,20 8x170.00,20 8x170.00 18,20 x 9,"(11,19)"
126,1007,AZP 05,Arizona,4,8.85463E+11,XD Series,XD128 M-GRY BLK-RING,17,9,6x139.70,NA,6,139.7,-12,MATTE GRAY W/ BLACK RING,NA,17 6x139.70,17 6x139.70 -12,17 x 9,"(-19,-10)"
127,1007,AZP 05,Arizona,5,8.85463E+11,XD Series,XD128 S-BLK,17,9,5x127.00,NA,5,127,-12,SATIN BLACK,NA,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
128,1007,AZP 05,Arizona,4,8.43962E+11,XD Series,XD775 M-BLK,18,9,5x127.00,5x139.70,5,127,0,MATTE BLACK,62381,18 5x127.00,18 5x127.00 0,18 x 9,"(-9,0)"
129,1007,AZP 05,Arizona,4,8.43962E+11,XD Series,XD778 M-BLK,18,9,6x135.00,6x139.70,6,135,-12,MATTE BLACK,70862,18 6x135.00,18 6x135.00 -12,18 x 9,"(-19,-10)"
130,1007,AZP 05,Arizona,1,8.43962E+11,XD Series,XD798 M-BLK,20,9,5x127.00,NA,5,127,-12,MATTE BLACK,NA,20 5x127.00,20 5x127.00 -12,20 x 9,"(-19,-10)"
131,1007,AZP 05,Arizona,4,8.85463E+11,XD Series,XD811 S-BLK W/ ACC,18,9,6x135.00,6x139.70,6,135,30,SATIN BLACK W ACCENTS,NA,18 6x135.00,18 6x135.00 30,18 x 9,"(20,29)"
132,1007,AZP 05,Arizona,4,8.85463E+11,XD Series,XD822 M-BLK,20,9,8x180.00,NA,8,180,18,MATTE BLACK,NA,20 8x180.00,20 8x180.00 18,20 x 9,"(11,19)"
133,1007,AZP 05,Arizona,4,8.85463E+11,XD Series,XD822 M-BLK,18,9,6x135.00,6x139.70,6,135,18,MATTE BLACK,NA,18 6x135.00,18 6x135.00 18,18 x 9,"(11,19)"
134,1009,AZP 07,Arizona,4,7.61138E+11,American Racing,AR023 MACH,15,8,5x114.30,NA,5,114.3,-19,MACHINED W/ CLEAR COAT,78743,15 5x114.30,15 5x114.30 -19,15 x 8,"(-19,-10)"
135,1009,AZP 07,Arizona,4,7.61138E+11,American Racing,BAJA POLISHED,15,10,5x127.00,NA,5,127,-43,POLISHED,78728,15 5x127.00,15 5x127.00 -43,15 x 10,"(-50,-40)"
136,1009,AZP 07,Arizona,-4,7.61138E+11,American Racing,BAJA POLISHED,15,10,5x127.00,NA,5,127,-43,POLISHED,78728,15 5x127.00,15 5x127.00 -43,15 x 10,"(-50,-40)"
137,1009,AZP 07,Arizona,4,8.0927E+11,American Racing,BAJA POLISHED,16,8,8x165.10,NA,8,165.1,0,POLISHED,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
138,1009,AZP 07,Arizona,4,7.61138E+11,American Racing,BAJA POLISHED,16,8,6x139.70,NA,6,139.7,0,POLISHED,78638,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
139,1009,AZP 07,Arizona,-4,7.61138E+11,American Racing,BAJA POLISHED,16,8,6x139.70,NA,6,139.7,0,POLISHED,78638,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
140,1009,AZP 07,Arizona,4,8.85463E+11,American Racing,AR9015 SATIN BLACK MACHINED,17,8.5,6x139.70,NA,6,139.7,20,SATIN BLACK MACHINED,20634,17 6x139.70,17 6x139.70 20,17 x 8.5,"(11,19)"
141,1009,AZP 07,Arizona,4,8.85463E+11,American Racing,AR916 S-BLK DTCC,18,8.5,6x139.70,NA,6,139.7,15,SATIN BLACK W/ DARK TINT CC,NA,18 6x139.70,18 6x139.70 15,18 x 8.5,"(11,19)"
142,1009,AZP 07,Arizona,4,8.85463E+11,Helo,HE890 G-BLK MACH,20,8.5,5x112.00,NA,5,112,35,GLOSS BLACK W/ MACHINED FACE,NA,20 5x112.00,20 5x112.00 35,20 x 8.5,"(30,39)"
143,1009,AZP 07,Arizona,2,8.85463E+11,Helo,HE890 S-BLK,20,10,5x114.30,NA,5,114.3,20,SATIN BLACK,NA,20 5x114.30,20 5x114.30 20,20 x 10,"(11,19)"
144,1009,AZP 07,Arizona,2,8.85463E+11,Helo,HE890 S-BLK,20,8.5,5x115.00,NA,5,115,15,SATIN BLACK,NA,20 5x115.00,20 5x115.00 15,20 x 8.5,"(11,19)"
145,1009,AZP 07,Arizona,4,8.85463E+11,Helo,HE890 S-BLK,20,8.5,5x120.00,NA,5,120,35,SATIN BLACK,NA,20 5x120.00,20 5x120.00 35,20 x 8.5,"(30,39)"
146,1009,AZP 07,Arizona,4,8.85463E+11,KMC,KM694 S-BLK,20,8.5,5x114.30,NA,5,114.3,38,SATIN BLACK,NA,20 5x114.30,20 5x114.30 38,20 x 8.5,"(30,39)"
147,1009,AZP 07,Arizona,4,8.85463E+11,KMC,KM775 M-BLK,17,7.5,5x115.00,5x120.00,5,115,21,MATTE BLACK,NA,17 5x115.00,17 5x115.00 21,17 x 7.5,"(20,29)"
148,1009,AZP 07,Arizona,1,8.43962E+11,Vintage,VN515 POLISHED,14,6,5x120.65,NA,5,120.65,-2,POLISHED,NA,14 5x120.65,14 5x120.65 -2,14 x 6,"(-9,0)"
149,1009,AZP 07,Arizona,4,7.61138E+11,Vintage,VN605 CHROME,15,7,5x120.65,NA,5,120.65,-5,CHROME,20212,15 5x120.65,15 5x120.65 -5,15 x 7,"(-9,0)"
150,1009,AZP 07,Arizona,1,8.43962E+11,XD Series,XD775 M-BLK,18,9,8x165.10,NA,8,165.1,0,MATTE BLACK,70902,18 8x165.10,18 8x165.10 0,18 x 9,"(-9,0)"
151,1009,AZP 07,Arizona,5,8.43962E+11,XD Series,XD798 M-BLK,18,9,5x127.00,NA,5,127,-12,MATTE BLACK,78535,18 5x127.00,18 5x127.00 -12,18 x 9,"(-19,-10)"
152,1009,AZP 07,Arizona,4,8.85463E+11,XD Series,XD818 S-BLK MILL SP,18,9,6x135.00,NA,6,135,18,SATIN BLACK MILLED,NA,18 6x135.00,18 6x135.00 18,18 x 9,"(11,19)"
153,1009,AZP 07,Arizona,4,8.85463E+11,XD Series,XD822 M-BLK,20,10,8x180.00,NA,8,180,-24,MATTE BLACK,NA,20 8x180.00,20 8x180.00 -24,20 x 10,"(-29,-20)"
154,1009,AZP 07,Arizona,-4,8.85463E+11,XD Series,XD822 M-BLK,20,10,8x180.00,NA,8,180,-24,MATTE BLACK,NA,20 8x180.00,20 8x180.00 -24,20 x 10,"(-29,-20)"
155,1009,AZP 07,Arizona,4,8.85463E+11,XD Series,XD825 G-BLK MILL,20,9,6x135.00,6x139.70,6,135,0,GLOSS BLACK MILLED,NA,20 6x135.00,20 6x135.00 0,20 x 9,"(-9,0)"
156,1009,AZP 07,Arizona,4,8.85463E+11,XD Series,XD825 G-BLK MILL,20,9,8x180.00,NA,8,180,18,GLOSS BLACK MILLED,NA,20 8x180.00,20 8x180.00 18,20 x 9,"(11,19)"
157,1010,AZP 08,Arizona,1,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,15,8,5x139.70,NA,5,139.7,-19,MACHINED W/ CLEAR COAT,78188,15 5x139.70,15 5x139.70 -19,15 x 8,"(-19,-10)"
158,1010,AZP 08,Arizona,1,8.85463E+11,American Racing,AR172 S-BLK,15,8,6x139.70,NA,6,139.7,-19,SATIN BLACK,NA,15 6x139.70,15 6x139.70 -19,15 x 8,"(-19,-10)"
159,1010,AZP 08,Arizona,4,8.85463E+11,American Racing,AR172 S-BLK,16,8,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
160,1010,AZP 08,Arizona,5,8.85463E+11,American Racing,AR910 PVD,17,8.5,6x139.70,NA,6,139.7,0,PVD,20637,17 6x139.70,17 6x139.70 0,17 x 8.5,"(-9,0)"
161,1010,AZP 08,Arizona,1,8.85463E+11,Helo,HE880 PVD,20,8.5,5x114.30,5x120.65,5,114.3,42,PVD # 1,20057,20 5x114.30,20 5x114.30 42,20 x 8.5,"(40,49)"
162,1010,AZP 08,Arizona,1,8.85463E+11,KMC,KM775 M-BLK,17,7.5,5x115.00,5x120.00,5,115,21,MATTE BLACK,NA,17 5x115.00,17 5x115.00 21,17 x 7.5,"(20,29)"
163,1010,AZP 08,Arizona,1,8.43962E+11,Motegi,MR116 M-BLK RED-STR,18,8,5x112.00,5x114.30,5,112,45,MATTE BLACK W/ RED STRIPE,NA,18 5x112.00,18 5x112.00 45,18 x 8,"(40,49)"
164,1010,AZP 08,Arizona,4,8.06455E+11,MSA Wheels,M12 DIESEL MACHINED GLOSS BLACK,14,7,4x156.00,NA,4,156,10,GLOSS BLACK,46824,14 4x156.00,14 4x156.00 10,14 x 7,"(1,10)"
165,1010,AZP 08,Arizona,4,7.61138E+11,Vintage,VN031 CHROME,14,7,5x114.30,5x120.65,5,114.3,-6,CHROME,NA,14 5x114.30,14 5x114.30 -6,14 x 7,"(-9,0)"
166,1010,AZP 08,Arizona,4,8.85463E+11,XD Series,XD128 S-BLK,18,9,8x180.00,NA,8,180,18,SATIN BLACK,NA,18 8x180.00,18 8x180.00 18,18 x 9,"(11,19)"
167,1010,AZP 08,Arizona,4,8.85463E+11,XD Series,XD301 S-BLK,16,8,6x120.00,NA,6,120,0,SATIN BLACK,NA,16 6x120.00,16 6x120.00 0,16 x 8,"(-9,0)"
168,1010,AZP 08,Arizona,4,8.85463E+11,XD Series,XD301 S-BLK,17,9,6x139.70,NA,6,139.7,18,SATIN BLACK,NA,17 6x139.70,17 6x139.70 18,17 x 9,"(11,19)"
169,1010,AZP 08,Arizona,1,8.43962E+11,XD Series,XD775 M-BLK,18,9,6x135.00,6x139.70,6,135,0,MATTE BLACK,70900,18 6x135.00,18 6x135.00 0,18 x 9,"(-9,0)"
170,1010,AZP 08,Arizona,-1,8.43962E+11,XD Series,XD775 M-BLK,18,9,6x135.00,6x139.70,6,135,0,MATTE BLACK,70900,18 6x135.00,18 6x135.00 0,18 x 9,"(-9,0)"
171,1010,AZP 08,Arizona,1,8.85463E+11,XD Series,XD808 GLOSS BLACK WITH MILLED ACCENTS,18,9,8x170.00,NA,8,170,0,GLOSS BLACK W/ MILLED ACCENTS,NA,18 8x170.00,18 8x170.00 0,18 x 9,"(-9,0)"
172,1010,AZP 08,Arizona,4,8.85463E+11,XD Series,XD820 S-BLK,17,9,8x170.00,NA,8,170,-12,SATIN BLACK,NA,17 8x170.00,17 8x170.00 -12,17 x 9,"(-19,-10)"
173,1010,AZP 08,Arizona,4,8.85463E+11,XD Series,XD822 M-BLK,18,9,8x165.10,NA,8,165.1,18,MATTE BLACK,NA,18 8x165.10,18 8x165.10 18,18 x 9,"(11,19)"
174,1011,AZP 09,Arizona,1,8.43962E+11,American Racing,AR195 MACH,18,8,6x132.00,NA,6,132,30,MACHINED W/ CLEAR COAT,NA,18 6x132.00,18 6x132.00 30,18 x 8,"(20,29)"
175,1011,AZP 09,Arizona,1,8.43962E+11,American Racing,AR883 CHROME,20,8.5,5x112.00,NA,5,112,40,CHROME,NA,20 5x112.00,20 5x112.00 40,20 x 8.5,"(30,39)"
176,1011,AZP 09,Arizona,4,8.85463E+11,American Racing,AR910 G-BLK MACH,18,9,5x139.70,NA,5,139.7,18,GLOSS BLACK W/ MACHINED FACE,NA,18 5x139.70,18 5x139.70 18,18 x 9,"(11,19)"
177,1011,AZP 09,Arizona,4,8.85463E+11,American Racing,AR921 G-BLK MACH,17,7,blank,NA,0,0,40,BLK,NA,17 blank,17 blank 40,17 x 7,"(30,39)"
178,1011,AZP 09,Arizona,5,8.85463E+11,ATX,AX199 S-BLK,18,9,5x127.00,NA,5,127,0,SATIN BLACK,NA,18 5x127.00,18 5x127.00 0,18 x 9,"(-9,0)"
179,1011,AZP 09,Arizona,4,8.85463E+11,Helo,HE901 S-BLK DTCC,17,9,6x139.70,NA,6,139.7,-12,SATIN BLACK W/ DARK TINT CLEAR COAT,NA,17 6x139.70,17 6x139.70 -12,17 x 9,"(-19,-10)"
180,1011,AZP 09,Arizona,4,8.43962E+11,KMC,KM651 G-BLK,20,8.5,6x135.00,6x139.70,6,135,38,GLOSS BLACK W/ CLEAR COAT,NA,20 6x135.00,20 6x135.00 38,20 x 8.5,"(30,39)"
181,1011,AZP 09,Arizona,4,8.85463E+11,KMC,KM694 S-BLK,18,8,5x114.30,NA,5,114.3,35,SATIN BLACK,NA,18 5x114.30,18 5x114.30 35,18 x 8,"(30,39)"
182,1011,AZP 09,Arizona,4,8.85463E+11,KMC,KM702 S-BLK MILL,22,9,6x139.70,NA,6,139.7,15,SATIN BLACK MILLED,NA,22 6x139.70,22 6x139.70 15,22 x 9,"(11,19)"
183,1011,AZP 09,Arizona,4,8.85463E+11,KMC,KM775 M-BLK,17,7.5,blank,NA,0,0,42,BLK,NA,17 blank,17 blank 42,17 x 7.5,"(40,49)"
184,1011,AZP 09,Arizona,4,8.85463E+11,Vintage,VN504 POLISHED,15,7,5x114.30,NA,5,114.3,0,POLISHED,NA,15 5x114.30,15 5x114.30 0,15 x 7,"(-9,0)"
185,1011,AZP 09,Arizona,4,8.43962E+11,Vintage,VN515 POLISHED,15,7,5x114.30,NA,5,114.3,-6,POLISHED,78208,15 5x114.30,15 5x114.30 -6,15 x 7,"(-9,0)"
186,1011,AZP 09,Arizona,4,8.85463E+11,XD Series,XD129 S-BLK,17,8.5,6x139.70,NA,6,139.7,34,SATIN BLACK,NA,17 6x139.70,17 6x139.70 34,17 x 8.5,"(30,39)"
187,1011,AZP 09,Arizona,6,8.85463E+11,XD Series,XD301 S-BLK,16,8,8x165.10,NA,8,165.1,0,SATIN BLACK,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
188,1011,AZP 09,Arizona,4,8.43962E+11,XD Series,XD798 M-BLK,17,9,5x127.00,NA,5,127,-12,MATTE BLACK,62323,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
189,1012,AZP 10,Arizona,4,7.61138E+11,American Racing,BAJA POLISHED,15,8,6x139.70,NA,6,139.7,-19,POLISHED,78183,15 6x139.70,15 6x139.70 -19,15 x 8,"(-19,-10)"
190,1012,AZP 10,Arizona,4,8.0927E+11,American Racing,BAJA POLISHED,16,8,8x165.10,NA,8,165.1,0,POLISHED,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
191,1012,AZP 10,Arizona,4,7.61139E+11,American Racing,BAJA POLISHED,17,8,8x165.10,NA,8,165.1,0,POLISHED,NA,17 8x165.10,17 8x165.10 0,17 x 8,"(-9,0)"
192,1012,AZP 10,Arizona,4,8.85463E+11,American Racing,BAJA POLISHED,17,9,6x139.70,NA,6,139.7,-12,POLISHED,NA,17 6x139.70,17 6x139.70 -12,17 x 9,"(-19,-10)"
193,1012,AZP 10,Arizona,5,8.85463E+11,American Racing,AR172 S-BLK,15,10,6x139.70,NA,6,139.7,-43,SATIN BLACK,NA,15 6x139.70,15 6x139.70 -43,15 x 10,"(-50,-40)"
194,1012,AZP 10,Arizona,4,8.85463E+11,American Racing,AR901 PVD,20,9,6x139.70,NA,6,139.7,20,PVD # 1,78721,20 6x139.70,20 6x139.70 20,20 x 9,"(11,19)"
195,1012,AZP 10,Arizona,1,8.43962E+11,Helo,MAXX CHROME,20,10,8x165.10,NA,8,165.1,-12,CHROME,NA,20 8x165.10,20 8x165.10 -12,20 x 10,"(-19,-10)"
196,1012,AZP 10,Arizona,4,8.43962E+11,Motegi,MR116 M-BLK RED-STR,18,8,5x112.00,5x114.30,5,112,45,MATTE BLACK W/ RED STRIPE,NA,18 5x112.00,18 5x112.00 45,18 x 8,"(40,49)"
197,1012,AZP 10,Arizona,4,8.43962E+11,Motegi,MR116 M-BLK RED-STR,18,8,4x100.00,4x114.30,4,100,45,MATTE BLACK W/ RED STRIPE,NA,18 4x100.00,18 4x100.00 45,18 x 8,"(40,49)"
198,1012,AZP 10,Arizona,4,8.85463E+11,Moto Metal,MO962 CHROME,18,10,8x170.00,NA,8,170,-24,CHROME,NA,18 8x170.00,18 8x170.00 -24,18 x 10,"(-29,-20)"
199,1012,AZP 10,Arizona,1,8.85463E+11,Moto Metal,MO962 G-BLK MILL,17,10,8x165.10,NA,8,165.1,-24,GLOSS BLACK W/ MILLED ACCENTS,NA,17 8x165.10,17 8x165.10 -24,17 x 10,"(-29,-20)"
200,1012,AZP 10,Arizona,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,20,10,8x165.10,NA,8,165.1,-24,SATIN BLACK MILLED,NA,20 8x165.10,20 8x165.10 -24,20 x 10,"(-29,-20)"
201,1012,AZP 10,Arizona,2,7.61139E+11,Vintage,VN069 POLISHED,15,7,4x114.30,NA,4,114.3,0,POLISHED,20222,15 4x114.30,15 4x114.30 0,15 x 7,"(-9,0)"
202,1012,AZP 10,Arizona,2,8.85463E+11,Vintage,VN815 PVD,14,6,5x120.65,NA,5,120.65,-2,PVD,NA,14 5x120.65,14 5x120.65 -2,14 x 6,"(-9,0)"
203,1012,AZP 10,Arizona,2,8.85463E+11,Vintage,VN815 PVD,14,7,5x120.65,NA,5,120.65,0,PVD,NA,14 5x120.65,14 5x120.65 0,14 x 7,"(-9,0)"
204,1012,AZP 10,Arizona,1,8.43962E+11,XD Series,XD778 M-BLK,18,9,6x135.00,6x139.70,6,135,-12,MATTE BLACK,70862,18 6x135.00,18 6x135.00 -12,18 x 9,"(-19,-10)"
205,1012,AZP 10,Arizona,1,8.85463E+11,XD Series,MISFIT MATTE BLACK,20,9,6x135.00,NA,6,135,0,MATTE BLACK,78548,20 6x135.00,20 6x135.00 0,20 x 9,"(-9,0)"
206,1012,AZP 10,Arizona,4,8.85463E+11,XD Series,XD820 S-BLK,18,9,6x135.00,NA,6,135,18,SATIN BLACK,NA,18 6x135.00,18 6x135.00 18,18 x 9,"(11,19)"
207,1013,AZP 11,Arizona,1,8.43962E+11,Helo,MAXX GLOSS BLACK MACHINED,16,8,5x114.30,NA,5,114.3,0,GLOSS BLACK MACHINED,NA,16 5x114.30,16 5x114.30 0,16 x 8,"(-9,0)"
208,1013,AZP 11,Arizona,4,7.57558E+11,Performance OE Replicas,PR112 M-BLK,20,8.5,6x139.70,NA,6,139.7,22,MATTE BLACK,NA,20 6x139.70,20 6x139.70 22,20 x 8.5,"(20,29)"
209,1013,AZP 11,Arizona,2,8.43962E+11,Vintage,VN515 POLISHED,15,10,5x120.65,NA,5,120.65,-44,POLISHED,NA,15 5x120.65,15 5x120.65 -44,15 x 10,"(-50,-40)"
210,1013,AZP 11,Arizona,4,8.43962E+11,Vintage,VN515 POLISHED,15,8,5x120.65,NA,5,120.65,0,POLISHED,78210,15 5x120.65,15 5x120.65 0,15 x 8,"(-9,0)"
211,1013,AZP 11,Arizona,1,8.43962E+11,XD Series,XD775 M-BLK,20,10,8x170.00,NA,8,170,-24,MATTE BLACK,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
212,1013,AZP 11,Arizona,5,8.43962E+11,XD Series,XD798 M-BLK,20,9,6x114.30,NA,6,114.3,18,MATTE BLACK,NA,20 6x114.30,20 6x114.30 18,20 x 9,"(11,19)"
213,1013,AZP 11,Arizona,4,8.85463E+11,XD Series,XD811 S-BLK W/ ACC,17,8,6x135.00,6x139.70,6,135,10,SATIN BLACK W ACCENTS,NA,17 6x135.00,17 6x135.00 10,17 x 8,"(1,10)"
214,1013,AZP 11,Arizona,4,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,10,8x180.00,NA,8,180,-24,SATIN BLACK MILLED,NA,20 8x180.00,20 8x180.00 -24,20 x 10,"(-29,-20)"
215,1013,AZP 11,Arizona,1,8.85463E+11,XD Series,XD825 G-BLK MILL,20,9,5x139.70,5x150.00,5,139.7,0,GLOSS BLACK MILLED,NA,20 5x139.70,20 5x139.70 0,20 x 9,"(-9,0)"
216,1013,AZP 11,Arizona,4,8.85463E+11,XD Series,XD828 G-BLK MILL,20,9,8x165.10,NA,8,165.1,18,GLOSS BLACK MILLED,NA,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
217,1015,AZP 13,Arizona,2,7.61138E+11,American Racing,AR061 MACH,15,7,5x120.65,NA,5,120.65,-6,MACHINED W/ CLEAR COAT,78194,15 5x120.65,15 5x120.65 -6,15 x 7,"(-9,0)"
218,1015,AZP 13,Arizona,4,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,20,8.5,5x114.30,NA,5,114.3,32,GLOSS BLACK W/ MACHINED LIP,78932,20 5x114.30,20 5x114.30 32,20 x 8.5,"(30,39)"
219,1015,AZP 13,Arizona,4,8.85463E+11,American Racing,AR172 S-BLK,16,8,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
220,1015,AZP 13,Arizona,4,8.85463E+11,American Racing,MAINLINE GLOSS BLACK W/MACHINED FACE,20,8.5,5x127.00,NA,5,127,35,GLOSS BLACK MACHINED,13784,20 5x127.00,20 5x127.00 35,20 x 8.5,"(30,39)"
221,1015,AZP 13,Arizona,4,8.85463E+11,ATX,LEDGE CHROME,17,8,8x165.10,NA,8,165.1,0,CHROME,NA,17 8x165.10,17 8x165.10 0,17 x 8,"(-9,0)"
222,1015,AZP 13,Arizona,-4,8.85463E+11,ATX,LEDGE CHROME,17,8,8x165.10,NA,8,165.1,0,CHROME,NA,17 8x165.10,17 8x165.10 0,17 x 8,"(-9,0)"
223,1015,AZP 13,Arizona,4,8.85463E+11,Helo,HE900 G-BLK,18,9,8x165.10,NA,8,165.1,0,GLOSS BLACK,NA,18 8x165.10,18 8x165.10 0,18 x 9,"(-9,0)"
224,1015,AZP 13,Arizona,4,8.85463E+11,KMC,KM677 G-BLK,20,8.5,5x114.30,5x120.00,5,114.3,35,GLOSS BLACK,78392,20 5x114.30,20 5x114.30 35,20 x 8.5,"(30,39)"
225,1015,AZP 13,Arizona,2,8.85463E+11,KMC,KM685 BRONZE,20,10.5,5x114.30,NA,5,114.3,35,MATTE BRONZE,NA,20 5x114.30,20 5x114.30 35,20 x 10.5,"(30,39)"
226,1015,AZP 13,Arizona,2,8.85463E+11,KMC,KM685 BRONZE,20,8.5,5x114.30,NA,5,114.3,35,MATTE BRONZE,NA,20 5x114.30,20 5x114.30 35,20 x 8.5,"(30,39)"
227,1015,AZP 13,Arizona,2,8.85463E+11,KMC,KM703 S-BLK BRUSH,18,8.5,5x112.00,NA,5,112,35,SATIN BLACK BRUSHED,NA,18 5x112.00,18 5x112.00 35,18 x 8.5,"(30,39)"
228,1015,AZP 13,Arizona,2,8.85463E+11,KMC,KM703 S-BLK BRUSH,18,9.5,5x112.00,NA,5,112,35,SATIN BLACK BRUSHED,NA,18 5x112.00,18 5x112.00 35,18 x 9.5,"(30,39)"
229,1015,AZP 13,Arizona,4,8.85463E+11,KMC,KM775 M-BLK,17,7.5,blank,NA,0,0,42,BLK,NA,17 blank,17 blank 42,17 x 7.5,"(40,49)"
230,1015,AZP 13,Arizona,4,8.43962E+11,Motegi,MR116 M-BLK RED-STR,15,6.5,4x100.00,4x108.00,4,100,40,MATTE BLACK W/ RED STRIPE,20178,15 4x100.00,15 4x100.00 40,15 x 6.5,"(30,39)"
231,1015,AZP 13,Arizona,4,8.85463E+11,Motegi,MR127 S-BLK,18,8,5x114.30,NA,5,114.3,38,SATIN BLACK,NA,18 5x114.30,18 5x114.30 38,18 x 8,"(30,39)"
232,1015,AZP 13,Arizona,4,8.85463E+11,Moto Metal,MO962 G-BLK MILL,20,9,6x135.00,NA,6,135,0,GLOSS BLACK W/ MILLED ACCENTS,78449,20 6x135.00,20 6x135.00 0,20 x 9,"(-9,0)"
233,1015,AZP 13,Arizona,4,8.85463E+11,Moto Metal,MO970 G-GRY BLK LP,17,9,6x135.00,6x139.70,6,135,-12,GLOSS GREY CENTER W/ GLOSS BLACK LIP,NA,17 6x135.00,17 6x135.00 -12,17 x 9,"(-19,-10)"
234,1015,AZP 13,Arizona,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,18,10,6x135.00,6x139.70,6,135,-24,SATIN BLACK MILLED,NA,18 6x135.00,18 6x135.00 -24,18 x 10,"(-29,-20)"
235,1015,AZP 13,Arizona,4,8.43962E+11,Vintage,VN515 POLISHED,15,8,5x120.65,NA,5,120.65,-18,POLISHED,78209,15 5x120.65,15 5x120.65 -18,15 x 8,"(-19,-10)"
236,1015,AZP 13,Arizona,4,8.85463E+11,Vintage,VN815 PVD,15,7,5x114.30,NA,5,114.3,-6,PVD,78463,15 5x114.30,15 5x114.30 -6,15 x 7,"(-9,0)"
237,1015,AZP 13,Arizona,4,8.85463E+11,XD Series,XD300 S-BLK,17,8,5x139.70,NA,5,139.7,0,SATIN BLACK,NA,17 5x139.70,17 5x139.70 0,17 x 8,"(-9,0)"
238,1015,AZP 13,Arizona,1,8.43962E+11,XD Series,XD795 G-BLK MACH,16,8,8x165.10,NA,8,165.1,0,GLOSS BLACK W/ MACHINED FACE,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
239,1015,AZP 13,Arizona,-1,8.43962E+11,XD Series,XD795 G-BLK MACH,16,8,8x165.10,NA,8,165.1,0,GLOSS BLACK W/ MACHINED FACE,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
240,1015,AZP 13,Arizona,5,8.85463E+11,XD Series,XD818 S-BLK MILL SP,18,9,6x139.70,NA,6,139.7,30,SATIN BLACK MILLED,NA,18 6x139.70,18 6x139.70 30,18 x 9,"(20,29)"
241,1015,AZP 13,Arizona,-1,8.85463E+11,XD Series,XD818 S-BLK MILL SP,18,9,6x139.70,NA,6,139.7,30,SATIN BLACK MILLED,NA,18 6x139.70,18 6x139.70 30,18 x 9,"(20,29)"
242,1015,AZP 13,Arizona,4,8.85463E+11,XD Series,XD820 S-BLK,20,9,8x165.10,NA,8,165.1,0,SATIN BLACK,NA,20 8x165.10,20 8x165.10 0,20 x 9,"(-9,0)"
243,1015,AZP 13,Arizona,4,8.85463E+11,XD Series,XD835 S-BLK MILL,17,9,5x127.00,NA,5,127,30,SATIN BLACK MILLED,NA,17 5x127.00,17 5x127.00 30,17 x 9,"(20,29)"
244,1016,AZP 14,Arizona,4,7.61138E+11,American Racing,ESTRELLA SILVER W/MACHINED FACE & LIP,14,6,4x100.00,4x114.30,4,100,35,MACHINED W/ CLEAR COAT,20004,14 4x100.00,14 4x100.00 35,14 x 6,"(30,39)"
245,1016,AZP 14,Arizona,4,7.61139E+11,American Racing,BAJA POLISHED,17,8,8x165.10,NA,8,165.1,0,POLISHED,NA,17 8x165.10,17 8x165.10 0,17 x 8,"(-9,0)"
246,1016,AZP 14,Arizona,2,8.43962E+11,American Racing,AR605 CHROME,20,10,5x120.00,NA,5,120,34,CHROME,78941,20 5x120.00,20 5x120.00 34,20 x 10,"(30,39)"
